className,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,0.3265969455242157,0.7644987106323242,-3.226399769573618e-07,0.0,0.3901694118976593,0.7607458829879761,-0.034200187772512436,0.0,0.44365251064300537,0.6883639097213745,-0.044752806425094604,0.0,0.47489485144615173,0.6185755729675293,-0.050455182790756226,0.0,0.4977818727493286,0.5744894742965698,-0.0514567531645298,0.0,0.43234139680862427,0.594440221786499,-0.0221378356218338,0.0,0.4413313567638397,0.5684998035430908,-0.05794072523713112,0.0,0.42000192403793335,0.6266935467720032,-0.07702252268791199,0.0,0.40792471170425415,0.6463746428489685,-0.08518040925264359,0.0,0.38926681876182556,0.5759633779525757,-0.014466705732047558,0.0,0.39520031213760376,0.5493656992912292,-0.04758135601878166,0.0,0.3776877224445343,0.6197243332862854,-0.05087917670607567,0.0,0.3735039234161377,0.6416680216789246,-0.046064022928476334,0.0,0.34474578499794006,0.571690559387207,-0.013773898594081402,0.0,0.3497570753097534,0.5410829782485962,-0.045209456235170364,0.0,0.33980509638786316,0.6089940667152405,-0.031683795154094696,0.0,0.33845409750938416,0.6341546773910522,-0.01564950682222843,0.0,0.30090010166168213,0.578115701675415,-0.015969088301062584,0.0,0.3032899498939514,0.5532965660095215,-0.03391748666763306,0.0,0.299081027507782,0.6054720878601074,-0.022683966904878616,0.0,0.301041841506958,0.62624192237854,-0.009304165840148926,0.0
A,0.3276326060295105,0.7775056958198547,-3.475560959032009e-07,0.0,0.4017440378665924,0.7742530107498169,-0.02353031001985073,0.0,0.45941197872161865,0.6954705715179443,-0.024301916360855103,0.0,0.48039835691452026,0.607292652130127,-0.022799130529165268,0.0,0.5140696167945862,0.565430760383606,-0.016258221119642258,0.0,0.42684000730514526,0.6174705028533936,0.002352508483454585,0.0,0.44169846177101135,0.555726170539856,-0.020418886095285416,0.0,0.42115840315818787,0.6177442073822021,-0.02596195973455906,0.0,0.41677555441856384,0.6519246697425842,-0.024561788886785507,0.0,0.384226530790329,0.5995666980743408,0.00757910730317235,0.0,0.3970501720905304,0.5361616015434265,-0.018896540626883507,0.0,0.377272367477417,0.6152117848396301,-0.018351927399635315,0.0,0.3739449679851532,0.6520943641662598,-0.008493122644722462,0.0,0.3406088650226593,0.5920971035957336,0.006794656161218882,0.0,0.3525443375110626,0.5237496495246887,-0.025482336059212685,0.0,0.33906540274620056,0.6070838570594788,-0.012712866067886353,0.0,0.3363551199436188,0.6472905874252319,0.006461756769567728,0.0,0.2938922941684723,0.5938100814819336,0.004825183656066656,0.0,0.3012969195842743,0.5458334684371948,-0.018400944769382477,0.0,0.2979204058647156,0.6082103252410889,-0.009897952899336815,0.0,0.29938721656799316,0.6430523991584778,0.004239192232489586,0.0
A,0.32600221037864685,0.7948164939880371,-3.902372611719329e-07,0.0,0.40275290608406067,0.7809885144233704,-0.02126440964639187,0.0,0.4616633653640747,0.6987910270690918,-0.02142951264977455,0.0,0.4838718771934509,0.6144519448280334,-0.02081441693007946,0.0,0.5123946070671082,0.5661766529083252,-0.01593039184808731,0.0,0.4295210540294647,0.6226324439048767,0.0046400330029428005,0.0,0.44512730836868286,0.5589135885238647,-0.017908675596117973,0.0,0.4209666848182678,0.6169697642326355,-0.026144668459892273,0.0,0.41189339756965637,0.6546680927276611,-0.026745103299617767,0.0,0.38598641753196716,0.6052177548408508,0.00824849121272564,0.0,0.40150272846221924,0.5388036966323853,-0.018177760764956474,0.0,0.377606600522995,0.6120419502258301,-0.021253524348139763,0.0,0.3695492446422577,0.6535165905952454,-0.014219526201486588,0.0,0.34145694971084595,0.5971605777740479,0.006322013679891825,0.0,0.3556942045688629,0.5244322419166565,-0.02402728609740734,0.0,0.34002813696861267,0.6024513244628906,-0.013681266456842422,0.0,0.33316439390182495,0.6493598222732544,0.0034028752706944942,0.0,0.29408055543899536,0.5987768173217773,0.003142319619655609,0.0,0.30571603775024414,0.5458834767341614,-0.01837925612926483,0.0,0.3011646866798401,0.6019346117973328,-0.010074305348098278,0.0,0.2987893223762512,0.6409122347831726,0.0035457878839224577,0.0
A,0.32492828369140625,0.800958514213562,-3.809024917700299e-07,0.0,0.4069415032863617,0.774850070476532,-0.021945521235466003,0.0,0.46433281898498535,0.6935935616493225,-0.024646686390042305,0.0,0.4843357801437378,0.6053116321563721,-0.027243195101618767,0.0,0.5182642936706543,0.5594969987869263,-0.02481367066502571,0.0,0.4282659888267517,0.6169579029083252,0.006770733743906021,0.0,0.4392772614955902,0.5497215986251831,-0.020581668242812157,0.0,0.42051514983177185,0.6153690218925476,-0.03153414651751518,0.0,0.41309285163879395,0.6552495360374451,-0.03283856436610222,0.0,0.3861749470233917,0.6021111607551575,0.009639651514589787,0.0,0.3966846764087677,0.5356385111808777,-0.020041925832629204,0.0,0.3800574839115143,0.6152604222297668,-0.023984845727682114,0.0,0.3736254572868347,0.653116762638092,-0.017270416021347046,0.0,0.3428773880004883,0.5960873365402222,0.006110114045441151,0.0,0.35304445028305054,0.5228877067565918,-0.026839427649974823,0.0,0.34379351139068604,0.6050713062286377,-0.015138605609536171,0.0,0.3387511670589447,0.6481409072875977,0.003421076340600848,0.0,0.29427462816238403,0.5979565978050232,0.0010623317211866379,0.0,0.30210548639297485,0.5409457683563232,-0.020402612164616585,0.0,0.30381208658218384,0.5991289615631104,-0.010597141459584236,0.0,0.30368947982788086,0.6360357403755188,0.00440283864736557,0.0
A,0.3261701464653015,0.8065564632415771,-4.13267486010227e-07,0.0,0.41227808594703674,0.7738519310951233,-0.01650487817823887,0.0,0.4655972421169281,0.6878365874290466,-0.01692087948322296,0.0,0.4847126603126526,0.6001701951026917,-0.01881183311343193,0.0,0.5214290022850037,0.5614731311798096,-0.01585790328681469,0.0,0.42869314551353455,0.6184565424919128,0.01381833665072918,0.0,0.4406589865684509,0.5506764054298401,-0.011254927143454552,0.0,0.4206617474555969,0.6172290444374084,-0.021497081965208054,0.0,0.4143518805503845,0.6551452279090881,-0.023124800994992256,0.0,0.3856840133666992,0.6041748523712158,0.01406878512352705,0.0,0.3979176878929138,0.5363781452178955,-0.014149638824164867,0.0,0.37800535559654236,0.615222156047821,-0.017469707876443863,0.0,0.3705795407295227,0.6511640548706055,-0.010623845271766186,0.0,0.3418999910354614,0.5975430011749268,0.008188116364181042,0.0,0.3536910116672516,0.5239686965942383,-0.021803656592965126,0.0,0.3416386842727661,0.6038661003112793,-0.008932918310165405,0.0,0.3353430926799774,0.6450919508934021,0.00967850349843502,0.0,0.2940971851348877,0.5979860424995422,0.0009455174440518022,0.0,0.3040112853050232,0.5406450033187866,-0.015764666721224785,0.0,0.30323606729507446,0.5966038703918457,-0.0037395847029983997,0.0,0.30147784948349,0.6314917206764221,0.011651314795017242,0.0
A,0.32461315393447876,0.808923602104187,-4.291001118872373e-07,0.0,0.41142216324806213,0.7752156257629395,-0.016372524201869965,0.0,0.4656977355480194,0.6893270611763,-0.016276320442557335,0.0,0.484773725271225,0.6008145809173584,-0.017907090485095978,0.0,0.5217196345329285,0.561377763748169,-0.014653550460934639,0.0,0.4287883937358856,0.6182165145874023,0.017127489671111107,0.0,0.4404812455177307,0.550316572189331,-0.008774794638156891,0.0,0.4206722378730774,0.6173027157783508,-0.019888414070010185,0.0,0.4142940044403076,0.6556729078292847,-0.021765749901533127,0.0,0.3860566020011902,0.6037397384643555,0.017294878140091896,0.0,0.3977578282356262,0.5360539555549622,-0.011470384895801544,0.0,0.3781880736351013,0.615979015827179,-0.015493432059884071,0.0,0.3713037371635437,0.6512542366981506,-0.008717863820493221,0.0,0.3424769639968872,0.5973576307296753,0.010997498407959938,0.0,0.3535916209220886,0.5240495204925537,-0.019819239154458046,0.0,0.3415374159812927,0.6053215861320496,-0.007187928073108196,0.0,0.3356274962425232,0.645576000213623,0.011709862388670444,0.0,0.29425472021102905,0.5981943011283875,0.0033219801262021065,0.0,0.3041459321975708,0.5404440760612488,-0.013438597321510315,0.0,0.30335986614227295,0.5978168845176697,-0.0011079040123149753,0.0,0.30187952518463135,0.6325995922088623,0.014747202396392822,0.0
A,0.31946131587028503,0.8075802326202393,-4.1628058511378185e-07,0.0,0.40599730610847473,0.7768968343734741,-0.02051813341677189,0.0,0.4609287977218628,0.6935300827026367,-0.022162051871418953,0.0,0.4809776842594147,0.6025494933128357,-0.02442293055355549,0.0,0.5165282487869263,0.5599420070648193,-0.021005600690841675,0.0,0.4294595718383789,0.6207849979400635,0.013285125605762005,0.0,0.4392462372779846,0.552034318447113,-0.01284064631909132,0.0,0.41785192489624023,0.6186561584472656,-0.02370958961546421,0.0,0.4120835065841675,0.6536731719970703,-0.0259550828486681,0.0,0.38561365008354187,0.6043193340301514,0.015589923597872257,0.0,0.3946867883205414,0.538545548915863,-0.013676916249096394,0.0,0.37511539459228516,0.6166088581085205,-0.01774887554347515,0.0,0.3700709939002991,0.6466187238693237,-0.011655517853796482,0.0,0.3422662913799286,0.596284806728363,0.011124503798782825,0.0,0.35075241327285767,0.5228868722915649,-0.019518855959177017,0.0,0.3392135798931122,0.6004565358161926,-0.006978621240705252,0.0,0.3354278802871704,0.6353641152381897,0.011052030138671398,0.0,0.29516783356666565,0.595021665096283,0.004773830063641071,0.0,0.30225247144699097,0.5413439869880676,-0.011834842152893543,0.0,0.30145180225372314,0.5951156616210938,-0.0004336270212661475,0.0,0.3015983998775482,0.6246970295906067,0.014293690212070942,0.0
A,0.3195573389530182,0.8085466623306274,-4.244549245413509e-07,0.0,0.40846219658851624,0.7743964195251465,-0.015033941715955734,0.0,0.46220794320106506,0.6916978359222412,-0.014266308397054672,0.0,0.48147034645080566,0.6014114022254944,-0.015615809708833694,0.0,0.5171998143196106,0.5605071783065796,-0.012510934844613075,0.0,0.4258024990558624,0.6210802793502808,0.020133141428232193,0.0,0.43702420592308044,0.5522385835647583,-0.005503012798726559,0.0,0.41608625650405884,0.6190506815910339,-0.017557770013809204,0.0,0.40869635343551636,0.6618133783340454,-0.0197670366615057,0.0,0.38352832198143005,0.6059942841529846,0.020668720826506615,0.0,0.3942160904407501,0.5383070707321167,-0.007849401794373989,0.0,0.3739941418170929,0.617317259311676,-0.013200771994888783,0.0,0.3671524226665497,0.6564867496490479,-0.007483818102627993,0.0,0.3400474190711975,0.5984355807304382,0.014834237284958363,0.0,0.3509552776813507,0.5224197506904602,-0.0158791933208704,0.0,0.3380388021469116,0.6039656400680542,-0.004314108286052942,0.0,0.33223941922187805,0.6491314768791199,0.013877974823117256,0.0,0.29088807106018066,0.5973964929580688,0.0077654034830629826,0.0,0.3004382848739624,0.5395210981369019,-0.010094426572322845,0.0,0.29878315329551697,0.5978764295578003,0.0009729227749630809,0.0,0.29765722155570984,0.6357836723327637,0.016241978853940964,0.0
A,0.3200976848602295,0.8092844486236572,-4.064085601385159e-07,0.0,0.40605026483535767,0.7783321142196655,-0.019119342789053917,0.0,0.46200791001319885,0.6955050230026245,-0.021047677844762802,0.0,0.4821520447731018,0.6071656942367554,-0.024022698402404785,0.0,0.5176024436950684,0.5626314282417297,-0.02216886729001999,0.0,0.42814901471138,0.6239331364631653,0.010262933559715748,0.0,0.43903544545173645,0.553424596786499,-0.01748247630894184,0.0,0.419407457113266,0.6163780689239502,-0.029731925576925278,0.0,0.4129236340522766,0.6575247049331665,-0.03192250058054924,0.0,0.3848145604133606,0.6084052324295044,0.011819075793027878,0.0,0.39554595947265625,0.5371590256690979,-0.017816906794905663,0.0,0.3769952058792114,0.6124359965324402,-0.02214435674250126,0.0,0.37157881259918213,0.6516814231872559,-0.01595640555024147,0.0,0.3410065770149231,0.6004886627197266,0.007002744823694229,0.0,0.35113048553466797,0.5225771069526672,-0.023709142580628395,0.0,0.3403056561946869,0.5994443297386169,-0.011565834283828735,0.0,0.33596205711364746,0.6446301937103271,0.006618541199713945,0.0,0.29293158650398254,0.5990683436393738,0.0004918831982649863,0.0,0.3013297915458679,0.5395902991294861,-0.017484713345766068,0.0,0.3017510175704956,0.5924227237701416,-0.006857073865830898,0.0,0.30161866545677185,0.6294557452201843,0.00786789134144783,0.0
A,0.3222224712371826,0.8024686574935913,-4.3430895857454743e-07,0.0,0.40891411900520325,0.7723375558853149,-0.016516225412487984,0.0,0.4639819264411926,0.6905145645141602,-0.0171340424567461,0.0,0.48405972123146057,0.6041797995567322,-0.01946430280804634,0.0,0.5214427709579468,0.5650745630264282,-0.01741252839565277,0.0,0.43087828159332275,0.6172565221786499,0.01462472602725029,0.0,0.44247934222221375,0.552139401435852,-0.012532229535281658,0.0,0.42046117782592773,0.6173093914985657,-0.02445068769156933,0.0,0.41098257899284363,0.6610037088394165,-0.02612980827689171,0.0,0.38777753710746765,0.6018530130386353,0.015499791130423546,0.0,0.397998183965683,0.5366950631141663,-0.014718734659254551,0.0,0.37601760029792786,0.6164190769195557,-0.019292207434773445,0.0,0.3688386380672455,0.6580237150192261,-0.012534999288618565,0.0,0.344217985868454,0.5942264795303345,0.010096021927893162,0.0,0.3546566665172577,0.5250247716903687,-0.022264953702688217,0.0,0.3398109972476959,0.6060720682144165,-0.010594600811600685,0.0,0.33384791016578674,0.6512710452079773,0.008179575204849243,0.0,0.2962956726551056,0.5935850143432617,0.0034753475338220596,0.0,0.3067595958709717,0.5395895838737488,-0.014810359105467796,0.0,0.3033013939857483,0.5973936915397644,-0.0033741823863238096,0.0,0.30159902572631836,0.6347602009773254,0.012273690663278103,0.0
